Calender_Year_Year End,Name,Ticker,Primary_Prospectus_Benchmark,#_of_Holdings,Turnover_Ratio,Total_Market_Value,P_B,P_C,P_E,P_S,Debt_to_Capital,Net_Margin,ROA,ROE,Equity_Style_Factor_P_E,Equity_Style_Factor_P_B,Equity_Style_Factor_P_S,Equity_Style_Factor_P_C,Equity_Style_Factor_Div_Yld,Equity_Style_Factor_LT_Earn_Growth,Equity_Style_Factor_Hist_Earn_Growth,Equity_Style_Factor_BV_Growth,Equity_Style_Factor_Sales_Growth,Equity_Style_Factor_CF_Growth,1Yr_Return,1Yr_Return_BM
2012,Morgan Stanley Inst International Eq I,MSIQX,MSCI EAFE NR USD,80,23,"4,725,281,584",1.77,9.67,13.75,1.06,31.11,10.23,5.87,17.43,13.3,1.7,1.1,7.33,2.9,8.91,-9.6,-13.21,-21.72,-26.18,20.39,22.78
2012,T. Rowe Price International Value Eq,TRIGX,MSCI EAFE NR USD,124,29.9,"6,145,249,072",1.3,6.88,13.04,0.85,30.17,11.17,4.42,13.07,11.35,1.3,0.84,2.46,3.24,9.21,-32.78,-11.08,-3.94,-7.45,22.97,22.78
2012,Artisan International Value Investor,ARTKX,MSCI EAFE NR USD,54,20.42,"7,450,447,460",1.52,10.03,9.96,0.92,28.97,8.17,7.35,16.33,13.04,1.52,0.97,10.35,2.12,9.98,9.01,0.41,-20.51,-7.2,30.49,22.78
2012,FidelityÂ International Discovery,FIGRX,MSCI EAFE NR USD,192,68,"8,913,926,456",1.74,8.21,14.37,1.23,33.31,13.58,7.16,17.76,13.12,1.62,1.21,3.8,2.18,10.58,4.03,4.3,-8.1,-3.63,24.94,22.78
2012,FidelityÂ International Index Investor,FSIIX,MSCI EAFE NR USD,951,9,"9,601,029,549",1.35,7.22,12.26,0.8,34.17,11.33,5.49,14.89,11.93,1.3,0.84,3.94,3.23,8.75,-8.64,-4.88,-20.57,-20.23,21.7,22.78
2012,Artisan International Investor,ARTIX,MSCI EAFE NR USD,87,55.39,"10,508,497,189",2.04,12.62,16.24,1.38,31.76,16.4,6.88,16.87,14.19,1.88,1.3,8.82,2.13,13.41,3.24,4.7,1.19,-4.46,25.18,22.78
2012,First Eagle Overseas A,SGOVX,MSCI EAFE NR USD,161,10.5,"11,867,017,256",1.15,5.45,11.23,0.74,20.57,12.03,5.59,10.2,13.69,1.15,0.99,7.59,2.5,12.03,1.26,2.05,-23.4,-12.33,11.57,22.78
2012,FidelityÂ Diversified International,FDIVX,MSCI EAFE NR USD,240,35,"22,905,600,814",1.92,10.27,14.68,1.34,31.2,12.38,7.25,17.96,13.59,1.83,1.37,5.25,2.11,10.43,4.04,-1.01,-23.54,-21.86,25.19,22.78
2012,Thornburg International Value A,TGVAX,MSCI EAFE NR USD,96,17.86,"27,967,613,605",1.91,11.61,15.79,1.65,26.41,15.49,8.95,21.35,13.13,1.81,1.59,6.79,2.27,10.59,6.71,5.88,3.04,-5.82,15.35,22.78
2012,Harbor International Institutional,HAINX,MSCI EAFE NR USD,81,11,"38,935,799,103",1.7,7.92,9.69,0.98,29.89,16.52,8.2,19.19,13.56,1.7,1.25,8.78,2.18,8.19,6.18,5.22,0.7,1.25,16.84,22.78
2012,Dodge & Cox International Stock,DODFX,MSCI EAFE NR USD,101,10,"40,556,190,693",1.08,6.25,8.11,0.79,33.54,7.49,3.68,11.49,12.22,1.01,0.84,2.52,2.76,9.04,-6.13,1.51,-3.63,-13.9,26.31,22.78
2012,Sit Developing Markets Growth,SDMGX,MSCI EM NR USD,56,22.56,"11,854,874",1.94,8.15,13.18,1.61,24.05,17.49,10.39,20.03,12.4,1.81,1.13,7.18,2.58,11.75,8.69,10.04,7.02,17.34,0.59,-2.6
2012,Dunham Emerging Markets Stock N,DNEMX,MSCI EM NR USD,105,104,"29,323,205",2.36,10.73,10.71,1.95,23.62,20.61,10.4,21.32,13.28,2.09,1.26,7.16,2.33,12.13,20.32,16.49,13.43,9.46,-3.65,-2.6
2012,ICON Emerging Markets S,ICARX,MSCI EM NR USD,107,71.84,"39,848,619",1.63,7.16,14.89,0.97,23.23,13.83,7.8,15.6,11.48,1.56,0.93,5.01,2.23,13.41,3.53,-3.85,-38.43,-34.07,6.87,-2.6
2012,DFA Emerging Markets II,DFETX,MSCI EM NR USD,986,5,"120,326,824",1.53,7.29,10.1,1.19,23.1,16.53,8.09,17.24,11.57,1.51,0.92,4.76,2.82,16.14,92.98,-31.29,-1.76,0.92,-2.92,-2.6
2012,Deutsche Emerging Markets Equity S,SEMGX,MSCI EM NR USD,112,82,"133,665,796",1.5,8.09,10.26,1.23,19.39,17.9,10.28,17.96,11.28,1.47,1.15,4.25,2.83,9.91,1.77,13.49,6.29,12.04,-1.84,-2.6
2012,Pear Tree PanAgora Emerging Mkts Ord,QFFOX,MSCI EM NR USD,194,56,"157,458,193",1.41,6.87,9.82,1.07,19.74,19.93,8.67,18.27,8.98,1.3,0.61,5.15,3.87,12.95,14.29,27.53,7.39,11.06,-4.59,-2.6
2012,AllianzGI Emerging Markets Opps Instl,AOTIX,MSCI EM NR USD,114,206,"166,449,963",1.6,6.28,9.4,0.95,23.06,17.1,8.34,19.35,9.01,1.41,0.7,3.99,2.42,13.03,14.8,38.03,4.95,11.64,-0.47,-2.6
2012,GuideMarkÂ Emerging Markets Service,GMLVX,MSCI EM NR USD,75,95.12,"184,053,533",1.58,8.88,13.58,1.02,40.47,11.4,4.88,14.99,11.42,1.53,1.03,6.19,2.79,8.32,10.99,2.89,1.24,5.97,37.11,-2.6
2012,Pioneer Emerging Markets A,PEMFX,MSCI EM NR USD,106,160,"312,184,697",1.6,7.39,11.35,1.28,23.25,17.78,7.37,17.7,10.12,1.61,1.02,4.34,2.08,11.95,8.41,24.7,9.15,7.21,-2.19,-2.6
2012,Transamerica Developing Markets Eq I2,TDMIX,MSCI EM NR USD,119,37,"413,219,707",2.35,10.02,11.89,2.28,24.14,21.61,11.68,23.14,16.1,2.01,1.44,9.16,1.77,20.37,60.94,14.61,6.81,8.03,7.63,-2.6
2012,Goldman Sachs Emerging Markets Eq Instl,GEMIX,MSCI EM NR USD,101,119,"419,752,790",1.8,5.92,11.03,1.12,23.93,15.44,7.24,17.32,10.48,1.72,0.83,5.23,1.92,15.5,11.23,29.25,14.14,9.43,-3.14,-2.6
2012,Fidelity AdvisorÂ Emerging Markets I,FIMKX,MSCI EM NR USD,158,177,"454,236,393",2.68,9.89,14.86,1.85,24.08,19.58,11.73,23.99,14.04,2.57,1.36,8.95,1.75,14.12,16.04,15.01,7.37,15.08,3.86,-2.6
2012,BlackRock Emerging Mkts Instl,MADCX,MSCI EM NR USD,86,2.56,"462,092,396",2.17,6.14,8.68,1.26,22.77,19.45,10.52,21.79,11.75,2.16,1.24,4.9,1.65,13.75,16.09,16.39,19.24,28.34,-2.19,-2.6
2012,Columbia Emerging Markets Z,UMEMX,MSCI EM NR USD,135,35,"507,942,803",2.33,9.95,13.52,1.5,21.27,17.79,10.44,22.61,12.33,1.82,0.66,7.59,2.02,13.65,20.03,35.14,16.64,11.79,-1.45,-2.6
2012,American Century Emerging Markets Inv,TWMIX,MSCI EM NR USD,104,85,"523,434,037",2.44,9.97,14.19,1.53,21.86,18.9,10.83,22.45,12.64,2.26,0.88,7.33,1.99,20.51,70.94,15.14,16.97,12.83,0.25,-2.6
2012,Harding Loevner Instl Emerg Mkts I,HLMEX,MSCI EM NR USD,81,42,"562,970,500",2.12,8.68,10.21,2.17,21.45,19.37,9.67,19.32,12.4,2,1.51,7.58,1.87,13.43,-4.51,28.84,11.1,8.99,4.35,-2.6
2012,VALIC Company I Emerg Economies,VCGEX,MSCI EM NR USD,109,108,"695,877,132",1.84,8.29,10.5,1.26,21.33,18.55,10.17,21.87,9.48,1.55,0.81,4.07,3.13,10.22,17.36,35.97,7.78,14.89,-2.76,-2.6
2012,Ivy Emerging Markets Equity A,IPOAX,MSCI EM NR USD,84,97,"697,967,104",1.71,10.88,11.95,1.36,24.6,20.95,8.85,19.47,11.15,1.67,1.05,4.26,2.78,12.16,7.92,14.09,9.05,1.9,9.4,-2.6
2012,Consulting Group Emerging Markets Eq,TEMUX,MSCI EM NR USD,287,40,"721,634,212",1.86,6.65,8.98,1.39,24.02,21.42,10.77,23.61,9.64,1.7,1.01,3.86,3.34,11.86,15.94,25.62,2.67,13.9,-6.34,-2.6
2012,VYÂ JPMorgan Emerging Markets Equity S,IJPIX,MSCI EM NR USD,78,15,"890,202,067",2.25,10.33,15.03,1.87,20.42,19.48,10.92,22.27,12.65,2.04,1.2,6.13,2.36,12.67,6.46,12.36,6.08,5.15,-5.74,-2.6
2012,SEI Emerging Markets Equity F (SIT),SIEMX,MSCI EM NR USD,515,93,"938,207,915",1.62,6.75,8.59,1.23,24.17,18.46,8.84,18.32,10.72,1.49,0.9,3.85,2.66,12.3,13.66,-33.04,6.92,10.84,-0.26,-2.6
2012,Driehaus Emerging Markets Growth,DREGX,MSCI EM NR USD,98,278,"939,234,973",2.33,11.55,14.99,1.86,21.38,20.18,8.82,18.82,12.94,2.05,1.05,7.51,2.04,15.3,14.32,15.68,10.55,13.62,8.92,-2.6
2012,Dreyfus Emerging Markets A,DRFMX,MSCI EM NR USD,139,45.73,"972,433,832",0.92,5.28,5.99,0.69,26.15,15.12,4.71,10.77,9.66,0.92,0.61,3.22,3.59,10.44,222.72,23.06,6.1,-1.07,-5.26,-2.6
2012,T. Rowe Price Instl Emerging Mkts Eq,IEMFX,MSCI EM NR USD,109,26.9,"1,002,830,144",2.18,10.65,15.32,1.69,22.42,17.81,9.98,21.25,8.46,1.92,1.25,5.86,1.84,21.44,111.22,16.43,15.61,12.61,-4.84,-2.6
2012,Acadian Emerging Markets Investor,AEMGX,MSCI EM NR USD,387,44,"1,037,739,562",1.26,5.58,9.75,0.85,23.65,17.31,7.4,16.91,8.62,1.19,0.72,3.65,2.88,10.75,11.01,30.03,11.38,8.85,-3.43,-2.6
2012,AB Emerging Markets,SNEMX,MSCI EM NR USD,168,55,"1,237,076,182",1.69,7.88,11.09,1.23,25.41,20.14,9.95,20.24,10.41,1.45,0.87,4.98,2.35,13.31,504.31,26.18,9.44,1.39,-2.2,-2.6
2012,Morgan Stanley Inst Emerging Mkts I,MGEMX,MSCI EM NR USD,177,47,"1,328,260,444",2.16,8.35,14.05,1.45,21.85,15.17,8.88,18.26,12.87,1.97,0.97,6.18,1.84,14.48,0.02,36.11,3.41,8.99,-0.8,-2.6
2012,Principal Intl Emerging Markets R5,PEPSX,MSCI EM NR USD,178,104.8,"1,613,334,327",1.57,6.29,10.42,0.99,22.56,17.44,8.51,18.11,9.66,1.49,0.7,4.7,2.76,12.59,165.36,30.89,8.62,5.97,-4.83,-2.6
2012,State Street Disciplined Em Mkts Eq N,SSEMX,MSCI EM NR USD,202,74,"1,634,485,768",1.56,6.92,9.54,1.21,23.2,19.51,9.63,21.33,9.2,1.43,0.84,3.81,3.39,11.63,17.7,13.02,12.32,17.45,-5.05,-2.6
2012,Harding Loevner Emerging Markets Advisor,HLEMX,MSCI EM NR USD,80,36,"1,728,499,068",2.11,8.5,10.14,2.14,21.05,19.08,9.62,19.13,12.35,1.99,1.5,7.34,1.84,13.73,-4.89,28.87,11.32,9.43,4.18,-2.6
2012,Delaware Emerging Markets Instl,DEMIX,MSCI EM NR USD,111,15,"1,993,401,575",1.22,4.21,6.45,0.83,27.58,13.58,5.95,11.23,11.64,1.23,0.83,4.08,2.3,12.87,0.37,20.87,7.63,16.42,14,-2.6
2012,BNY Mellon Emerging Markets M,MEMKX,MSCI EM NR USD,225,67.21,"2,235,130,261",1.14,6.04,7.78,0.88,23.78,17.15,6.67,14.16,9.35,1.12,0.7,4.13,2.98,11.46,105.41,30.33,9.16,2.33,-1.98,-2.6
2012,Templeton Developing Markets A,TEDMX,MSCI EM NR USD,75,25.92,"2,383,238,175",1.81,8.59,11.22,2.14,17.69,20.62,14.49,28.1,11.05,1.57,0.85,6.41,4.43,9.98,5.96,44.87,19.05,22.61,-1.26,-2.6
2012,JPMorgan Emerging Markets Equity L,JMIEX,MSCI EM NR USD,74,20,"2,495,100,646",2.22,10.33,15.08,1.82,22.55,19.06,10.8,22.48,12.78,2.01,1.17,6.68,2.32,12.76,6.08,12.94,6.46,4.85,-5.23,-2.6
2012,FidelityÂ Emerging Markets,FEMKX,MSCI EM NR USD,159,176,"2,891,185,686",2.68,9.87,14.84,1.85,24.05,19.62,11.72,23.99,14.01,2.57,1.36,8.97,1.76,14.11,16.03,15.02,7.43,15.01,3.87,-2.6
2012,Parametric Tax-Managed Emerg Mkt Instl,EITEX,MSCI EM NR USD,"1,634",4,"2,973,953,576",1.49,7.08,10.63,1.13,25.98,17.27,8.02,17.73,11.36,1.4,0.89,4.45,3.39,17.14,21.96,-39.58,-1.25,18.57,2.21,-2.6
2012,DFA Emerging Markets I,DFEMX,MSCI EM NR USD,992,5,"2,977,627,960",1.54,7.19,10.03,1.19,23.22,16.61,8.09,17.26,11.53,1.51,0.92,4.65,2.8,16.18,92.43,-31.29,-1.52,2.18,-3.12,-2.6
2012,Invesco Developing Markets A,GTDDX,MSCI EM NR USD,68,19,"3,110,309,717",2.15,4.93,10.44,1.61,29.43,21.97,9.28,21.98,11.86,1.81,1.66,7.92,2.43,11.6,9.66,8.9,2.51,0.34,-3.22,-2.6
2012,Wells Fargo Emerging Markets Equity Adm,EMGYX,MSCI EM NR USD,139,7,"3,333,887,457",1.75,5.24,8.25,1.31,24.01,16.68,8.71,16.51,12.26,1.66,1.29,5.57,2.38,13.52,17.25,29.71,-1.3,3.96,-2.4,-2.6
2012,DFA Emerging Markets Small Cap I,DEMSX,MSCI EM NR USD,"3,068",13,"3,434,401,670",1.16,7.71,11.93,0.73,24.66,12.16,6,12.13,11.05,1.01,0.61,4.1,3.31,16.7,398.55,-57.65,-8.59,-8.64,-1.38,-2.6
2012,Virtus Vontobel Emerging Markets Opps I,HIEMX,MSCI EM NR USD,66,28,"6,767,320,065",3.21,10.61,17.8,3.19,25.12,24.18,13.47,28.63,18.38,3.56,3.52,9,2.32,17.47,39.58,9.8,5.69,9.22,-6.32,-2.6
2012,T. Rowe Price Emerging Markets Stock,PRMSX,MSCI EM NR USD,108,24.1,"7,071,389,846",2.18,10.66,15.3,1.69,22.35,17.82,9.99,21.26,8.44,1.92,1.25,5.83,1.84,21.44,111.03,16.62,15.73,12.69,-4.69,-2.6
2012,DFA Emerging Markets Core Equity I,DFCEX,MSCI EM NR USD,"3,788",1,"9,660,661,442",1.3,6.74,10.18,0.93,25.18,15.15,6.58,14.35,11.06,1.22,0.76,4.13,3.06,16.15,197.74,-41.77,-7.82,-2.54,-2.64,-2.6
2012,Lazard Emerging Markets Equity Instl,LZEMX,MSCI EM NR USD,85,23,"15,956,191,969",1.98,6.27,7.98,1.43,24.65,22.44,11.91,25.9,10.22,1.99,1.3,5,3.4,11.74,11.29,20.68,-4.2,9.92,-0.8,-2.6
2012,DFA Emerging Markets Value I,DFEVX,MSCI EM NR USD,"2,229",8,"17,869,734,842",0.9,5.01,6.65,0.76,27.5,15.84,3.57,9.15,9.76,0.87,0.61,2.93,2.99,11.02,72.83,-20.01,4.09,-7.64,-3.8,-2.6
2012,Oppenheimer Developing Markets A,ODMAX,MSCI EM NR USD,119,20,"29,939,388,361",2.31,10.05,11.98,2.22,24.14,21.41,11.58,23.08,15.97,2,1.44,9.22,1.77,20.32,60.19,14.6,6.94,8.12,8.35,-2.6
2012,STAAR Smaller Company Stock,SITSX,Russell 2000 TR USD,32,14.95,"3,194,547",1.7,9,16.78,0.93,30.38,9.49,5.35,11.74,15.16,1.66,0.9,7.57,1.54,13.41,4.21,1.07,3.16,-0.52,32.14,38.82
2012,Paradigm Opportunity,PFOPX,Russell 2000 TR USD,34,61.11,"4,806,530",1.62,7.74,13.84,0.93,25.64,7.2,6.14,10.31,15,1.59,0.94,6.59,0.87,12.34,2.01,7.19,2.97,1.2,25.54,38.82
2012,MH Elite Small Cap Fund of Funds,MHELX,Russell 2000 TR USD,18,29.28,"4,913,827",1.7,8.91,15.53,0.8,31.03,8.09,5.41,12.43,13.96,1.62,0.77,7.36,1.19,12.38,2.54,1.93,1.97,-2.55,35.63,38.82
2012,Saratoga Small Capitalization I,SSCPX,Russell 2000 TR USD,56,39,"10,518,760",1.52,9.29,16.93,1.02,27.97,9.13,5.12,10.43,13.54,1.46,1,8.1,1.44,12.21,5.37,6.87,5.83,-2.4,32.13,38.82
2012,SSgA Dynamic Small Cap N,SVSCX,Russell 2000 TR USD,460,160,"11,197,667",1.57,6.56,12.42,0.64,33.33,10.57,6.95,17.44,11.54,1.57,0.63,5.58,1.32,12.36,1.26,0.89,-3.22,-1.3,44.65,38.82
2012,Federated MDT Small Cap Core Instl,QISCX,Russell 2000 TR USD,190,200,"15,793,663",1.41,5.97,10.18,0.54,35.96,9.95,7.18,19.11,9.78,1.46,0.52,4.21,0.68,11.64,7.95,-9.73,-0.88,-2.21,46.16,38.82
2012,PNC Multi Factor Small Cap Core I,PLOIX,Russell 2000 TR USD,105,77,"17,898,905",1.97,9.74,14.8,1.14,31,11.2,8.57,17.45,12.57,1.87,1.16,8.6,0.98,13.57,9.22,6.97,3.28,0.19,50.08,38.82
2012,Wells Fargo Small Cap Core Institutional,WYSCX,Russell 2000 TR USD,61,56,"21,436,812",1.66,6.14,11.92,0.71,28.33,12.87,9.88,18.2,11.38,1.75,0.69,4.61,0.69,19.5,14.16,-1.36,-8.94,11.16,35.15,38.82
2012,Cove Street Capital Small Cap Val Instl,CSCAX,Russell 2000 TR USD,34,67,"23,867,516",1.35,8.39,14.61,0.87,34.64,5.26,1.78,4.69,17.65,1.16,0.9,7.1,1.26,11.52,-11.8,6.39,18.53,1.7,35.63,38.82
2012,SSgA Enhanced Small Cap N,SESPX,Russell 2000 TR USD,616,64,"27,619,005",1.5,6.67,12.55,0.69,31.17,10.47,5.85,12.83,12.3,1.51,0.67,5.1,1.92,12.63,5.12,-1.49,-1.55,1.37,37.82,38.82
2012,Quaker Small-Cap Value A,QUSVX,Russell 2000 TR USD,141,157.77,"29,885,814",1.44,6.41,11.19,0.56,30.69,11.17,7.18,14.7,10.93,1.52,0.52,4.66,1.22,11.83,1.88,-1.23,4.23,0.13,37.66,38.82
2012,TETON Westwood SmallCap Equity AAA,WESCX,Russell 2000 TR USD,139,39,"35,825,479",1.52,8.61,16.22,0.82,33.36,5.61,3.75,7.36,13.81,1.46,0.79,7.6,1.09,11.82,9.01,3.66,6.68,1.47,35.59,38.82
2012,Meeder Aggressive Growth Retail,FLAGX,Russell 2000 TR USD,16,167,"38,698,293",1.98,8.91,15.03,1.16,31.44,12.42,7.97,17.74,13.52,1.88,1.14,6.42,2.12,10.29,3.45,2.58,-4.79,2.06,30.4,38.82
2012,Emerald Banking and Finance A,HSSAX,Russell 2000 TR USD,92,9,"43,381,889",1.36,,13.71,2.62,36.61,20.44,1.22,10.61,13.1,1.33,2.67,4.9,1.47,8.78,12.66,3.58,0.84,20.71,43.64,38.82
2012,Perritt Ultra MicroCap,PREOX,Russell 2000 TR USD,102,14.6,"48,341,409",0.93,6.59,11.14,0.42,20.91,1.77,0.43,1.52,12.07,0.85,0.4,3.51,0.69,18.24,-8.97,-5.25,-1.61,-6.91,56.34,38.82
2012,Pinnacle Value,PVFIX,Russell 2000 TR USD,51,8.14,"52,750,004",0.85,,8.09,0.73,19.8,18.37,1.6,4.47,9.19,0.95,0.71,2.52,1.59,11.6,-12.37,-30.27,-28.95,-23.25,16.55,38.82
2012,Timothy Plan Small Cap Value A,TPLNX,Russell 2000 TR USD,56,65,"52,770,772",1.59,8.39,15.6,0.87,26.04,8.5,4.56,10.36,14.52,1.51,0.8,7.01,1.64,12.73,9.21,7.29,5.89,2.36,49.53,38.82
2012,Needham Small Cap Growth Retail,NESGX,Russell 2000 TR USD,42,72,"60,156,718",1.2,7.39,15.59,0.87,20.88,0.04,1.48,-0.18,19.22,1.1,0.74,4.39,0.4,13.11,10.65,3.69,10.06,16.43,27.91,38.82
2012,Litman Gregory Masters Smlr Coms Instl,MSSFX,Russell 2000 TR USD,70,142.07,"63,869,362",1.77,7.82,14.94,0.69,37.12,7.87,5.22,13.01,13.99,1.72,0.79,7.12,0.92,12.15,10.26,4.93,8.27,4.12,36.86,38.82
2012,Rydex Russell 2000 1.5x Strategy H,RYMKX,Russell 2000 TR USD,"1,968",177,"67,146,354",1.74,8.74,16.41,0.97,32.4,7.86,3.36,9.17,15.12,1.66,0.93,6.7,1.57,12.47,-0.23,-1.87,-2.16,-0.81,58.97,38.82
2012,WesMark Small Company Growth,WMKSX,Russell 2000 TR USD,68,71,"67,275,477",2.16,10.02,17.17,1.26,28.48,8.86,5.39,10.99,14.73,2.15,1.26,9.96,0.42,15.28,13.1,4.13,6.99,4.65,39.95,38.82
2012,Deutsche Small Cap Core S,SSLCX,Russell 2000 TR USD,293,379,"72,471,734",1.35,5.43,15.16,0.52,35.23,1.26,2.29,5.63,11.89,1.32,0.51,5.01,1.2,11.86,-6.41,-3.52,-4.16,-13.71,42.76,38.82
2012,Hartford Small Cap Core Y,HSMYX,Russell 2000 TR USD,326,121,"76,341,937",1.56,7.19,13.23,0.82,32.11,12.21,7.4,15.8,12.28,1.59,0.79,5.53,2.06,10.68,3.31,-4.68,-0.73,5.32,36.35,38.82
2012,RBC Small Cap Core I,RCSIX,Russell 2000 TR USD,76,35,"79,129,040",1.95,11.68,14.42,0.76,27.33,10.25,8.06,15.73,14.52,1.86,0.71,9.65,0.91,18.63,9.73,9.22,6.75,-0.86,37.91,38.82
2012,Kinetics Small Cap Opportunities No Load,KSCOX,Russell 2000 TR USD,51,22,"81,043,813",1.41,7.3,15.86,0.81,40.91,6.54,5.84,9.36,8.48,1.41,0.73,5.56,1.36,10.57,9.68,4.59,3.63,2.52,59.4,38.82
2012,Rice Hall James Small Cap Instl,RHJMX,Russell 2000 TR USD,50,89,"85,080,960",2.5,10.68,18.44,1,29.27,8.97,7.11,16.92,12.96,2.3,1.06,10.05,0.76,14.91,17.1,8.32,7.39,3.33,34.89,38.82
2012,Delaware Small Cap Core I,DCCIX,Russell 2000 TR USD,149,37,"89,107,274",1.8,9.05,16.96,1.07,31.65,7.85,4.16,10.73,14.86,1.71,0.98,8.13,0.99,13.14,7.32,0.33,8.16,5.09,43.24,38.82
2012,Pacific Advisors Small Cap Value A,PASMX,Russell 2000 TR USD,30,12,"92,892,385",1.6,6.92,15.71,0.49,33.82,7.14,3.26,9.97,13.43,1.26,0.47,5.69,0.82,14.84,46.41,5.46,5.92,-2.37,59.51,38.82
2012,JPMorgan US Small Company L,JUSSX,Russell 2000 TR USD,351,74,"96,411,613",1.59,6.28,15.97,0.72,33.78,7.03,1.96,9.2,14,1.6,0.72,4.66,1.36,10.58,4.15,-0.96,-1.68,-0.23,40.61,38.82
2012,Pear Tree Polaris Small Cap Ord,USBNX,Russell 2000 TR USD,73,53,"103,410,489",2.15,12.43,20.21,1.52,36.41,10.97,6.8,14.93,18.17,2.19,1.53,9.16,1.61,15.77,7.95,-0.8,-5.56,5.37,40.21,38.82
2012,AMG GW&K Small Cap Core N,GWETX,Russell 2000 TR USD,77,14,"104,386,245",2.51,13.52,21.16,1.63,28.74,13.29,7.73,15.95,18.74,2.37,1.62,10.32,1.16,13.46,13.65,9.89,6.79,11.27,42.26,38.82
2012,Bogle Investment Mgmt Sm Cp Gr Instl,BOGIX,Russell 2000 TR USD,151,288.88,"115,830,553",1.52,6.12,13.78,0.62,33.07,6.64,6.24,14.23,11.85,1.45,0.58,4.51,0.9,14.35,-6.02,-0.37,4.06,-1.61,46.87,38.82
2012,Eaton Vance Tx-Mgd Small-Cap A,ETMGX,Russell 2000 TR USD,55,57,"130,134,819",2.13,10.54,18.16,1.21,31.94,8.69,6.01,12.84,16.43,2.12,1.24,9.15,0.69,13.47,9.09,-3.71,3.2,1.55,35.7,38.82
2012,James Small Cap,JASCX,Russell 2000 TR USD,87,89,"131,014,399",1.58,7.08,11.83,0.77,33.79,9.58,9.36,20.4,11.58,1.7,0.74,6.09,1.61,8.31,17.56,9.52,8.88,9.85,38.38,38.82
2012,Calvert Small Cap A,CCVAX,Russell 2000 TR USD,62,3,"131,106,245",1.39,5.7,12.9,0.56,32.68,10.91,6.34,11.76,12.13,1.38,0.53,6.21,1.26,10.88,6.75,3.43,5.64,-8.42,40.85,38.82
2012,Hartford Schroders US Small Cap Opps I,SCUIX,Russell 2000 TR USD,157,69,"132,229,408",1.98,9.24,17.77,0.96,35.32,7.21,4.7,11.87,15.77,1.87,0.99,7.44,1.18,12.5,-17.83,4.93,3.65,6.5,34.62,38.82
2012,MassMutual Premier Small Cap Opps A,DLBMX,Russell 2000 TR USD,248,79,"133,630,686",1.87,8.11,12.52,1.01,32.23,13.53,5.65,14.35,13.95,1.8,1,7.12,2.08,10.7,11.66,7.22,5.73,7.41,40.5,38.82
2012,Aberdeen US Small Cap Equity Inst Svc,GSXIX,Russell 2000 TR USD,50,23.05,"139,432,028",1.92,10.34,18.23,1.21,29.29,9.23,6.41,12.57,15.49,1.9,1.14,10.31,1.04,12.92,5.78,7.67,8.35,2.03,42.36,38.82
2012,Tributary Small Company Instl,FOSCX,Russell 2000 TR USD,60,30,"146,943,268",1.73,9.59,17.53,1.18,30.01,9.06,5.78,12.25,15.05,1.66,1.14,8.9,1.4,11.21,7.03,6.22,6.56,5.51,33.84,38.82
2012,JHancock Small Company A,JCSAX,Russell 2000 TR USD,90,133,"155,636,717",1.93,12.07,19.79,1.32,34.76,9.91,5.23,12.71,16.07,1.89,1.31,7.18,1.15,13.62,11.8,2.02,1.57,4.44,34.74,38.82
2012,PNC Small Cap I,PPCIX,Russell 2000 TR USD,51,32,"165,552,512",2.42,12.86,16.46,1.01,23.35,13.26,9.67,19.32,14.68,2.12,0.92,6.69,0.28,13.69,25.74,14.99,18,19.86,42.17,38.82
2012,Eaton Vance Small-Cap A,ETEGX,Russell 2000 TR USD,55,31,"178,793,991",2.12,10.5,18.2,1.2,31.99,8.6,5.96,12.76,16.43,2.11,1.23,9.12,0.69,13.48,8.98,-3.83,3.14,1.41,35.25,38.82
2012,Hancock Horizon Burkenroad Sm Cp Inv,HHBUX,Russell 2000 TR USD,71,25,"187,933,996",1.96,8.85,16.75,0.8,36.2,9.45,7.73,17.26,14.71,1.87,0.77,7.09,1.24,11.77,4.01,5.15,-1.96,-2.68,39.76,38.82
2012,Northern Small Cap Core,NSGRX,Russell 2000 TR USD,"1,801",12.33,"191,946,718",1.72,8.91,16.44,0.92,31.19,8.64,4.82,10.79,15.16,1.66,0.9,6.92,1.53,12.38,4.36,-0.47,0.35,-0.57,38.78,38.82
2012,Goldman Sachs Small Cap Eq Insghts Instl,GCSIX,Russell 2000 TR USD,334,95,"217,986,627",1.8,8.41,16.6,0.66,28.62,7.8,6.46,12.83,13.52,1.86,0.63,6.34,1.5,11.87,7.81,0.15,-0.39,-0.4,35.04,38.82
2012,Great-West Loomis Sayles Sm Cp Val Inv,MXLSX,Russell 2000 TR USD,156,27,"225,045,929",1.75,8.88,17.07,1,31.93,10.87,5.4,12.71,14.82,1.71,0.99,7.96,1.44,11.7,10.07,6.36,4.52,-0.31,34.87,38.82
2012,BNY Mellon Small Cap Multi-Strategy M,MPSSX,Russell 2000 TR USD,294,148.75,"242,599,593",1.88,9.96,17.54,0.89,31.42,5.39,3.77,9.73,15.81,1.82,0.87,8.01,0.75,12.37,4.83,2.64,-1.7,-2.72,44.13,38.82
2012,American Century Small Company Inv,ASQIX,Russell 2000 TR USD,319,72,"250,447,444",1.67,6.59,13.76,0.75,29.33,9.31,7.39,15.52,12.51,1.8,0.72,4.19,0.9,13.84,-3.16,-7.63,-2.66,12.52,43.71,38.82
